iter	Logloss
0	0.6882451855
1	0.6840718652
2	0.6804959811
3	0.6777743848
4	0.675106186
5	0.672654962
6	0.6706785655
7	0.6685060725
8	0.6666600082
9	0.6649966271
10	0.6636773984
11	0.6624134968
12	0.6611048839
13	0.6600918553
14	0.6587405251
15	0.6575651806
16	0.6566843859
17	0.6561678488
18	0.6551626472
19	0.654557376
20	0.6537785956
21	0.6527602365
22	0.6520964079
23	0.6512128264
24	0.6505200224
25	0.6492693403
26	0.6485207387
27	0.6478260129
28	0.6470076404
29	0.6463591055
30	0.6453597773
31	0.6444925221
32	0.6437250904
33	0.6431774604
34	0.6423904186
35	0.6416052524
36	0.6411942575
37	0.640576689
38	0.6397502694
39	0.6388174616
40	0.6379416721
41	0.6375326207
42	0.6367802409
43	0.6359197941
44	0.6354007838
45	0.63490499
46	0.6340775231
47	0.6337122711
48	0.6333988108
49	0.6327005868
50	0.6321454246
51	0.631323603
52	0.6308739846
53	0.6303904503
54	0.6296926601
55	0.6291349949
56	0.6282261712
57	0.6277197427
58	0.627170277
59	0.6267533371
60	0.6263012233
61	0.6259514977
62	0.6253681677
63	0.6247454919
64	0.6244974251
65	0.6241372442
66	0.6236241395
67	0.62317631
68	0.6227709016
69	0.6221429541
70	0.6216767061
71	0.6212848697
72	0.6206706756
73	0.6201133981
74	0.6194676118
75	0.6189679996
76	0.6183591967
77	0.6179006763
78	0.6173855904
79	0.6170731602
80	0.6165656315
81	0.6163401032
82	0.6160542872
83	0.615531891
84	0.6150395805
85	0.6141519122
86	0.6135563731
87	0.612845239
88	0.6124692175
89	0.6119312015
90	0.6115967299
91	0.6112861354
92	0.6110789962
93	0.6106766608
94	0.6102874678
95	0.6096247965
96	0.6090841199
97	0.6087732503
98	0.6082661568
99	0.608021023
100	0.6076637365
101	0.6069603622
102	0.6065896508
103	0.6059657222
104	0.6051346841
105	0.6047469874
106	0.6043472799
107	0.6039405664
108	0.6034220942
109	0.6029573437
110	0.6025708407
111	0.6021479038
112	0.6014788005
113	0.6010247829
114	0.6004966132
115	0.6001685863
116	0.5997410701
117	0.5991087699
118	0.5985470962
119	0.5980928154
120	0.5974843115
121	0.596814589
122	0.5964873003
123	0.5960923708
124	0.5957662283
125	0.5952079256
126	0.5946614413
127	0.5943128126
128	0.5939448829
129	0.5932625464
130	0.592787813
131	0.5923312913
132	0.5919091757
133	0.5913766153
134	0.5911659984
135	0.5904671811
136	0.5900994383
137	0.5896895922
138	0.5892752726
139	0.5887842478
140	0.5884663415
141	0.5879621503
142	0.5876654679
143	0.587084163
144	0.586772982
145	0.5862473497
146	0.5856464797
147	0.5852306976
148	0.5850889474
149	0.5846290907
150	0.5839783111
151	0.5837579137
152	0.5832604661
153	0.5830313263
154	0.5825825262
155	0.5821996917
156	0.5818064936
157	0.5812705541
158	0.5805929851
159	0.5800875307
160	0.5794855478
161	0.5789412074
162	0.5784400532
163	0.5778525768
164	0.5773714334
165	0.5770137481
166	0.5767764519
167	0.5758794282
168	0.5753784592
169	0.5747971085
170	0.5744985339
171	0.5741486129
172	0.57364282
173	0.5733085276
174	0.5729928016
175	0.5726175975
176	0.572081616
177	0.571739056
178	0.5713483249
179	0.5710323417
180	0.570530113
181	0.5702610935
182	0.5698659202
183	0.5692221232
184	0.5690032994
185	0.5682619723
186	0.5677985594
187	0.5673818695
188	0.5670668124
189	0.5665131783
190	0.5661426394
191	0.5656398123
192	0.5652121991
193	0.5647345421
194	0.5644199328
195	0.5641306529
196	0.5638453132
197	0.5636516732
198	0.5634577029
199	0.5631121914
200	0.5623065657
201	0.5618977696
202	0.561527949
203	0.5612087372
204	0.5606948921
205	0.5603502161
206	0.5598662441
207	0.5594499955
208	0.5590835053
209	0.5585366635
210	0.5580210966
211	0.5576010809
212	0.5571705633
213	0.5569631781
214	0.5566769727
215	0.5561858118
216	0.5557774567
217	0.5554996738
218	0.5551984774
219	0.5547212619
220	0.5545019956
221	0.5540983525
222	0.5535894443
223	0.5533318719
224	0.5527452479
225	0.5522423424
226	0.5519205772
227	0.5514102111
228	0.5506904302
229	0.550333584
230	0.5498333698
231	0.5493576933
232	0.5488284857
233	0.5484760874
234	0.5479962372
235	0.5477371457
236	0.5473568785
237	0.5469224017
238	0.5465861475
239	0.5463592225
240	0.5460000502
241	0.5455258791
242	0.5451370879
243	0.5448629822
